code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,total_clicks,avg_clicks,active_days,early_clicks,late_clicks,dataplus,forumng,glossary,homepage,oucollaborate,oucontent,resource,subpage,url,avg_score,total_score,weighted_score,num_assessments,days_active,has_withdrawn,date_registration,days_registered,target
0,1,1,0,1,9,2,0,240,0,922.0,4.802083333333333,40.0,553.0,369.0,0.0,181.0,0.0,138.0,0.0,553.0,13.0,32.0,5.0,82.0,410.0,82.4,5.0,427.0,0,-159.0,427.0,0
0,1,0,6,1,2,1,0,60,0,1409.0,3.4033816425120773,80.0,739.0,670.0,10.0,393.0,0.0,324.0,0.0,535.0,12.0,87.0,48.0,66.4,332.0,65.4,5.0,321.0,0,-53.0,321.0,0
0,1,0,5,0,3,1,0,60,1,260.0,3.611111111111111,12.0,101.0,159.0,0.0,105.0,0.0,59.0,0.0,66.0,4.0,22.0,4.0,0.0,0.0,0.0,0.0,104.0,1,-92.0,360.0,1
0,1,0,7,0,5,1,0,60,0,2007.0,3.3064250411861615,123.0,902.0,1105.0,2.0,502.0,1.0,432.0,0.0,817.0,19.0,144.0,90.0,76.0,380.0,76.3,5.0,320.0,0,-52.0,320.0,0
0,1,0,11,2,5,0,0,60,0,1012.0,3.02089552238806,70.0,614.0,398.0,0.0,175.0,4.0,204.0,0.0,491.0,45.0,79.0,14.0,54.4,272.0,55.0,5.0,444.0,0,-176.0,444.0,0
0,1,1,10,0,8,1,0,60,0,2384.0,3.425287356321839,143.0,1043.0,1341.0,7.0,829.0,4.0,512.0,0.0,885.0,11.0,91.0,45.0,68.0,340.0,66.9,5.0,378.0,0,-110.0,378.0,0
0,1,1,6,1,3,0,0,60,0,1448.0,4.284023668639053,90.0,691.0,757.0,2.0,84.0,0.0,320.0,2.0,910.0,8.0,98.0,24.0,68.0,340.0,67.8,5.0,335.0,0,-67.0,335.0,0
0,1,0,5,0,9,0,0,120,0,1353.0,2.7612244897959184,105.0,573.0,780.0,4.0,356.0,0.0,295.0,1.0,505.0,16.0,120.0,56.0,72.4,362.0,72.5,5.0,297.0,0,-29.0,297.0,0
0,1,0,0,0,7,0,0,90,0,1849.0,3.2100694444444446,122.0,657.0,1192.0,8.0,296.0,0.0,476.0,2.0,706.0,19.0,214.0,128.0,71.4,357.0,71.2,5.0,301.0,0,-33.0,301.0,0
0,1,1,4,4,10,2,0,60,0,3074.0,3.509132420091324,142.0,1129.0,1945.0,3.0,1890.0,0.0,394.0,0.0,575.0,6.0,124.0,82.0,78.0,390.0,79.0,5.0,447.0,0,-179.0,447.0,0
0,1,1,8,2,7,1,0,60,0,1315.0,3.2875,90.0,735.0,580.0,5.0,26.0,8.0,360.0,0.0,708.0,16.0,132.0,60.0,74.0,370.0,74.0,5.0,371.0,0,-103.0,371.0,0
0,1,0,0,0,2,0,0,60,0,1705.0,3.3171206225680936,120.0,768.0,937.0,8.0,206.0,0.0,488.0,2.0,807.0,6.0,110.0,78.0,73.2,366.0,73.7,5.0,315.0,0,-47.0,315.0,0
0,1,1,0,2,6,1,0,60,0,1085.0,3.307926829268293,61.0,725.0,360.0,0.0,215.0,0.0,215.0,3.0,507.0,13.0,100.0,32.0,78.6,393.0,80.8,5.0,327.0,0,-59.0,327.0,0
0,1,0,5,1,5,0,0,60,0,3230.0,3.4582441113490363,148.0,1423.0,1807.0,12.0,1121.0,0.0,513.0,1.0,1496.0,21.0,61.0,5.0,76.0,380.0,76.4,5.0,336.0,0,-68.0,336.0,0
0,1,1,6,2,4,1,0,60,0,2654.0,3.706703910614525,175.0,1190.0,1464.0,25.0,328.0,0.0,543.0,0.0,1419.0,8.0,204.0,127.0,71.6,358.0,71.2,5.0,335.0,0,-67.0,335.0,0
0,1,0,0,0,7,0,0,60,0,171.0,3.1666666666666665,11.0,94.0,77.0,0.0,12.0,0.0,38.0,0.0,100.0,2.0,18.0,1.0,67.0,134.0,20.2,2.0,276.0,1,-180.0,448.0,1
0,1,0,11,0,6,1,0,60,0,1047.0,5.235,46.0,535.0,512.0,1.0,85.0,2.0,254.0,2.0,610.0,12.0,56.0,25.0,55.6,278.0,53.5,5.0,363.0,0,-95.0,363.0,0
0,1,1,2,1,10,1,0,60,0,2278.0,3.2084507042253523,135.0,1477.0,801.0,3.0,793.0,0.0,390.0,1.0,841.0,41.0,129.0,80.0,80.4,402.0,79.69999999999999,5.0,398.0,0,-130.0,398.0,0
0,1,1,0,0,1,1,0,150,0,111.0,1.6323529411764706,14.0,75.0,36.0,0.0,9.0,0.0,34.0,0.0,43.0,1.0,22.0,2.0,48.5,194.0,32.8,4.0,318.0,0,-50.0,318.0,1
0,1,1,9,0,3,1,0,60,0,2886.0,4.070521861777151,122.0,1425.0,1461.0,12.0,664.0,0.0,602.0,0.0,1335.0,42.0,176.0,55.0,66.0,330.0,65.8,5.0,375.0,0,-107.0,375.0,0
0,1,1,1,0,3,0,0,60,0,654.0,2.574803149606299,86.0,379.0,275.0,0.0,58.0,0.0,248.0,0.0,245.0,7.0,68.0,28.0,70.4,352.0,69.5,5.0,295.0,0,-27.0,295.0,0
0,1,1,5,1,0,0,0,60,0,1485.0,3.018292682926829,125.0,704.0,781.0,8.0,4.0,0.0,424.0,0.0,885.0,9.0,116.0,39.0,70.8,354.0,69.0,5.0,299.0,0,-31.0,299.0,0
0,1,1,8,2,7,1,0,60,0,335.0,3.35,24.0,228.0,107.0,0.0,8.0,0.0,70.0,0.0,183.0,1.0,57.0,16.0,74.0,74.0,7.4,1.0,242.0,1,-170.0,438.0,1
0,1,1,10,2,7,1,0,60,0,2828.0,7.481481481481482,91.0,1631.0,1197.0,11.0,30.0,0.0,486.0,0.0,2061.0,33.0,189.0,18.0,60.6,303.0,60.6,5.0,375.0,0,-107.0,375.0,0
0,1,1,12,0,2,0,0,60,0,719.0,3.1125541125541125,52.0,360.0,359.0,4.0,233.0,0.0,161.0,1.0,225.0,6.0,67.0,22.0,68.4,342.0,68.7,5.0,330.0,0,-62.0,330.0,0
0,1,1,8,2,8,1,0,60,0,4038.0,4.573046432616081,144.0,2017.0,2021.0,17.0,576.0,0.0,695.0,0.0,2298.0,20.0,269.0,163.0,72.6,363.0,71.6,5.0,371.0,0,-103.0,371.0,0
0,1,1,5,0,3,0,0,60,0,1855.0,2.5980392156862746,177.0,886.0,969.0,3.0,336.0,0.0,563.0,0.0,853.0,16.0,83.0,1.0,78.0,390.0,76.0,5.0,375.0,0,-107.0,375.0,0
0,1,1,3,1,6,0,0,60,0,1128.0,3.698360655737705,58.0,487.0,641.0,5.0,195.0,0.0,172.0,0.0,607.0,22.0,102.0,25.0,76.6,383.0,77.1,5.0,368.0,0,-100.0,368.0,0
0,1,1,2,4,10,1,0,60,0,4705.0,4.942226890756302,161.0,1586.0,3119.0,10.0,322.0,0.0,813.0,5.0,3081.0,49.0,286.0,139.0,79.6,398.0,78.9,5.0,377.0,0,-109.0,377.0,0
0,1,1,8,1,8,1,0,60,0,449.0,3.1619718309859155,33.0,312.0,137.0,0.0,43.0,0.0,117.0,1.0,230.0,16.0,39.0,3.0,60.0,180.0,29.299999999999997,3.0,170.0,1,5.0,263.0,1
0,1,1,1,2,2,0,0,60,0,723.0,3.410377358490566,47.0,389.0,334.0,0.0,82.0,0.0,183.0,0.0,388.0,15.0,55.0,0.0,53.4,267.0,54.199999999999996,5.0,375.0,0,-107.0,375.0,0
0,1,1,0,1,8,1,0,60,0,991.0,2.9233038348082596,70.0,441.0,550.0,0.0,25.0,0.0,212.0,0.0,497.0,52.0,152.0,53.0,63.4,317.0,63.699999999999996,5.0,378.0,0,-110.0,378.0,0
0,1,0,0,1,9,1,0,60,0,2301.0,3.9947916666666665,136.0,1107.0,1194.0,14.0,230.0,1.0,489.0,2.0,1328.0,18.0,160.0,59.0,81.0,243.0,48.9,3.0,311.0,0,-43.0,311.0,0
0,1,1,12,2,6,1,0,60,0,3471.0,3.6043613707165107,195.0,1719.0,1752.0,16.0,750.0,0.0,979.0,4.0,1353.0,32.0,221.0,116.0,77.6,388.0,77.3,5.0,294.0,0,-26.0,294.0,0
0,1,0,4,4,10,1,0,60,0,757.0,3.277056277056277,50.0,479.0,278.0,0.0,5.0,0.0,174.0,0.0,344.0,37.0,157.0,40.0,71.8,359.0,72.3,5.0,297.0,0,-29.0,297.0,0
0,1,1,12,1,6,1,0,60,0,1334.0,2.678714859437751,120.0,667.0,667.0,10.0,105.0,0.0,241.0,2.0,852.0,27.0,65.0,32.0,72.8,364.0,70.8,5.0,336.0,0,-68.0,336.0,0
0,1,1,10,1,0,0,0,60,0,1849.0,3.8045267489711936,108.0,661.0,1188.0,3.0,66.0,0.0,420.0,0.0,1118.0,4.0,131.0,107.0,62.4,312.0,59.8,5.0,336.0,0,-68.0,336.0,0
0,1,1,0,0,7,1,0,60,0,1103.0,3.56957928802589,98.0,709.0,394.0,0.0,15.0,0.0,315.0,0.0,604.0,8.0,112.0,49.0,74.2,371.0,74.2,5.0,300.0,0,-32.0,300.0,0
0,1,1,1,1,3,0,0,120,0,280.0,2.5925925925925926,27.0,124.0,156.0,0.0,5.0,0.0,62.0,0.0,151.0,14.0,43.0,5.0,61.8,309.0,59.0,5.0,367.0,0,-99.0,367.0,0
0,1,1,8,0,4,1,0,60,0,1994.0,3.4261168384879723,127.0,1080.0,914.0,3.0,347.0,0.0,486.0,2.0,853.0,9.0,199.0,95.0,71.4,357.0,70.7,5.0,350.0,0,-82.0,350.0,0
0,1,0,1,0,4,0,0,180,0,1297.0,3.0807600950118763,89.0,528.0,769.0,0.0,174.0,0.0,324.0,0.0,666.0,18.0,90.0,25.0,69.6,348.0,69.4,5.0,299.0,0,-31.0,299.0,0
0,1,1,11,0,5,0,0,60,0,1002.0,3.3737373737373737,83.0,443.0,559.0,3.0,24.0,0.0,301.0,1.0,606.0,4.0,43.0,20.0,81.0,243.0,40.099999999999994,3.0,332.0,1,-197.0,465.0,1
0,1,0,0,2,8,1,0,120,0,518.0,3.453333333333333,32.0,157.0,361.0,6.0,49.0,0.0,95.0,1.0,308.0,7.0,50.0,2.0,67.4,337.0,67.30000000000001,5.0,343.0,0,-75.0,343.0,0
0,1,0,7,0,9,1,0,60,0,2719.0,4.855357142857143,138.0,1119.0,1600.0,24.0,13.0,0.0,504.0,4.0,2070.0,28.0,72.0,4.0,84.4,422.0,83.8,5.0,364.0,0,-96.0,364.0,0
0,1,0,0,2,2,0,0,180,0,57.0,2.28,10.0,3.0,54.0,0.0,0.0,0.0,21.0,0.0,33.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,59.0,1,-29.0,297.0,1
0,1,0,7,2,9,1,0,60,1,285.0,2.663551401869159,24.0,204.0,81.0,0.0,19.0,0.0,61.0,0.0,149.0,3.0,41.0,12.0,61.5,123.0,17.4,2.0,176.0,1,-32.0,300.0,1
0,1,1,9,0,4,1,0,60,0,5372.0,4.0,192.0,2217.0,3155.0,6.0,2532.0,0.0,1042.0,0.0,1504.0,27.0,197.0,64.0,80.2,401.0,81.7,5.0,463.0,0,-195.0,463.0,0
0,1,0,1,0,3,0,0,240,0,1798.0,3.1269565217391304,92.0,813.0,985.0,7.0,870.0,0.0,263.0,0.0,520.0,19.0,89.0,30.0,72.6,363.0,72.0,5.0,329.0,0,-61.0,329.0,0
0,1,1,9,0,9,0,0,345,0,140.0,3.255813953488372,9.0,7.0,133.0,1.0,22.0,2.0,33.0,0.0,51.0,4.0,27.0,0.0,45.0,45.0,4.5,1.0,239.0,1,-110.0,378.0,1
0,1,0,4,0,5,1,0,60,0,2069.0,3.3918032786885246,95.0,640.0,1429.0,18.0,338.0,0.0,502.0,0.0,923.0,14.0,170.0,104.0,73.6,368.0,75.3,5.0,305.0,0,-37.0,305.0,0
0,1,0,8,1,8,1,0,60,0,5479.0,3.500958466453674,200.0,1996.0,3483.0,2.0,1937.0,1.0,1057.0,2.0,1994.0,53.0,296.0,137.0,68.8,344.0,70.6,5.0,335.0,0,-67.0,335.0,0
0,1,1,9,1,6,0,0,120,0,444.0,3.041095890410959,35.0,271.0,173.0,0.0,43.0,0.0,94.0,0.0,268.0,10.0,29.0,0.0,54.4,272.0,53.2,5.0,304.0,0,-36.0,304.0,0
0,1,0,11,0,2,0,0,60,1,585.0,3.19672131147541,32.0,258.0,327.0,0.0,60.0,0.0,142.0,2.0,314.0,13.0,49.0,5.0,50.0,250.0,48.8,5.0,400.0,0,-132.0,400.0,1
0,1,1,4,2,6,0,0,120,0,603.0,2.68,74.0,419.0,184.0,0.0,79.0,0.0,187.0,0.0,283.0,10.0,39.0,5.0,73.75,295.0,51.3,4.0,360.0,0,-92.0,360.0,1
0,1,0,4,2,8,0,0,90,0,153.0,3.825,9.0,17.0,136.0,0.0,54.0,0.0,35.0,0.0,45.0,1.0,18.0,0.0,52.0,52.0,5.2,1.0,196.0,1,-138.0,406.0,1
0,1,0,5,0,3,1,0,60,1,1776.0,3.4352030947775627,106.0,963.0,813.0,3.0,790.0,1.0,402.0,0.0,506.0,8.0,53.0,13.0,72.0,216.0,36.4,3.0,332.0,1,-174.0,442.0,1
0,1,0,3,0,8,0,0,150,0,270.0,3.033707865168539,20.0,40.0,230.0,0.0,3.0,0.0,34.0,0.0,183.0,6.0,39.0,5.0,50.0,250.0,49.6,5.0,312.0,0,-44.0,312.0,0
0,1,1,3,0,0,1,0,420,0,1505.0,3.6887254901960786,81.0,585.0,920.0,0.0,99.0,0.0,335.0,0.0,808.0,32.0,161.0,70.0,67.0,335.0,66.0,5.0,284.0,0,-16.0,284.0,0
0,1,0,1,0,2,1,0,60,0,3857.0,4.261878453038674,202.0,1554.0,2303.0,40.0,706.0,0.0,1009.0,2.0,1989.0,30.0,76.0,5.0,79.8,399.0,79.4,5.0,322.0,0,-54.0,322.0,0
0,1,0,0,2,7,0,0,60,0,865.0,3.6965811965811968,44.0,552.0,313.0,1.0,168.0,0.0,179.0,2.0,373.0,19.0,85.0,38.0,80.0,160.0,23.5,2.0,255.0,1,-64.0,332.0,1
0,1,0,9,0,9,0,0,60,0,1390.0,3.6387434554973823,87.0,597.0,793.0,8.0,26.0,0.0,287.0,1.0,869.0,8.0,115.0,76.0,70.6,353.0,68.6,5.0,320.0,0,-52.0,320.0,0
0,1,1,1,0,4,1,0,60,0,1163.0,3.825657894736842,66.0,562.0,601.0,0.0,139.0,1.0,256.0,2.0,646.0,4.0,75.0,40.0,66.5,133.0,20.1,2.0,169.0,1,-46.0,314.0,1
0,1,1,6,0,7,0,0,60,0,459.0,1.978448275862069,51.0,121.0,338.0,0.0,46.0,0.0,120.0,0.0,154.0,24.0,84.0,31.0,71.8,359.0,70.4,5.0,332.0,0,-64.0,332.0,0
0,1,0,12,0,4,1,0,60,0,1478.0,2.997971602434077,99.0,667.0,811.0,1.0,259.0,0.0,426.0,0.0,574.0,9.0,125.0,84.0,69.4,347.0,70.9,5.0,385.0,0,-117.0,385.0,0
0,1,0,11,2,1,1,0,60,0,720.0,2.5806451612903225,42.0,308.0,412.0,6.0,249.0,0.0,134.0,0.0,267.0,9.0,38.0,17.0,66.4,332.0,64.9,5.0,300.0,0,-32.0,300.0,0
0,1,1,2,1,10,1,0,60,0,1887.0,2.8634294385432475,135.0,490.0,1397.0,0.0,207.0,1.0,317.0,0.0,1006.0,23.0,200.0,133.0,69.6,348.0,71.1,5.0,318.0,0,-50.0,318.0,0
0,1,0,2,0,10,1,0,60,0,1772.0,4.3431372549019605,86.0,298.0,1474.0,6.0,279.0,1.0,451.0,0.0,839.0,29.0,142.0,25.0,61.4,307.0,61.4,5.0,313.0,0,-45.0,313.0,0
0,1,1,0,1,9,2,0,60,0,6170.0,3.8878386893509767,249.0,2565.0,3605.0,5.0,2857.0,0.0,1304.0,3.0,1519.0,19.0,282.0,181.0,80.4,402.0,80.1,5.0,430.0,0,-162.0,430.0,0
0,1,1,4,1,10,1,0,60,0,4407.0,3.416279069767442,197.0,2202.0,2205.0,6.0,2058.0,0.0,901.0,0.0,1050.0,72.0,195.0,125.0,82.4,412.0,81.7,5.0,463.0,0,-195.0,463.0,0
0,1,1,5,1,7,1,0,60,0,1999.0,4.670560747663552,97.0,1387.0,612.0,13.0,241.0,0.0,358.0,0.0,1189.0,8.0,162.0,28.0,78.2,391.0,78.8,5.0,360.0,0,-92.0,360.0,0
0,1,0,5,0,8,0,0,180,0,136.0,2.7755102040816326,17.0,99.0,37.0,0.0,11.0,0.0,36.0,0.0,65.0,0.0,23.0,1.0,37.6,188.0,36.0,5.0,325.0,0,-57.0,325.0,1
0,1,1,9,0,3,0,0,120,0,1964.0,2.3863912515188335,157.0,897.0,1067.0,9.0,725.0,0.0,355.0,0.0,673.0,12.0,136.0,54.0,53.4,267.0,51.7,5.0,332.0,0,-64.0,332.0,0
0,1,0,9,0,8,1,0,120,0,451.0,3.4427480916030535,20.0,298.0,153.0,1.0,115.0,1.0,53.0,0.0,243.0,6.0,27.0,5.0,76.0,76.0,7.6,1.0,99.0,1,-39.0,307.0,1
0,1,0,9,0,6,0,0,60,0,1929.0,3.688336520076482,116.0,970.0,959.0,3.0,230.0,0.0,393.0,0.0,1022.0,17.0,171.0,93.0,54.0,270.0,54.0,5.0,396.0,0,-128.0,396.0,0
0,1,1,3,0,1,0,0,180,0,930.0,2.680115273775216,58.0,351.0,579.0,0.0,264.0,1.0,176.0,0.0,391.0,35.0,57.0,6.0,49.0,245.0,46.6,5.0,300.0,0,-32.0,300.0,0
0,1,1,9,1,8,1,0,170,0,1269.0,2.801324503311258,147.0,703.0,566.0,18.0,101.0,1.0,296.0,1.0,787.0,13.0,45.0,7.0,59.8,299.0,58.7,5.0,342.0,0,-74.0,342.0,0
0,1,1,3,1,1,0,0,120,0,415.0,4.414893617021277,15.0,139.0,276.0,0.0,27.0,1.0,75.0,4.0,250.0,16.0,41.0,1.0,74.0,74.0,7.4,1.0,280.0,0,-12.0,280.0,1
0,1,1,6,1,3,1,0,60,0,2095.0,3.7410714285714284,109.0,1297.0,798.0,4.0,475.0,2.0,466.0,11.0,897.0,37.0,122.0,81.0,76.0,380.0,75.6,5.0,377.0,0,-109.0,377.0,0
0,1,1,7,0,5,1,0,60,0,8445.0,4.564864864864865,231.0,3991.0,4454.0,5.0,3209.0,0.0,2143.0,0.0,1969.0,25.0,711.0,383.0,89.2,446.0,89.4,5.0,404.0,0,-136.0,404.0,0
0,1,1,12,0,7,1,0,120,0,1407.0,3.772117962466488,49.0,925.0,482.0,0.0,303.0,0.0,360.0,3.0,538.0,5.0,136.0,62.0,76.0,76.0,7.6,1.0,117.0,1,-57.0,325.0,1
0,1,1,6,0,9,0,0,120,0,1491.0,3.5331753554502368,84.0,707.0,784.0,10.0,365.0,0.0,386.0,1.0,522.0,8.0,123.0,76.0,79.4,397.0,78.80000000000001,5.0,448.0,0,-180.0,448.0,0
0,1,0,9,2,9,0,0,60,0,3175.0,4.065300896286812,176.0,1114.0,2061.0,18.0,265.0,0.0,698.0,0.0,1816.0,8.0,214.0,156.0,68.4,342.0,66.69999999999999,5.0,330.0,0,-62.0,330.0,0
0,1,1,3,0,9,0,0,60,0,1876.0,5.453488372093023,58.0,637.0,1239.0,10.0,308.0,0.0,304.0,1.0,1116.0,14.0,85.0,38.0,50.0,50.0,10.0,1.0,230.0,1,-45.0,313.0,1
0,1,1,3,2,5,1,0,60,0,483.0,1.9714285714285715,81.0,288.0,195.0,0.0,107.0,0.0,199.0,0.0,91.0,16.0,68.0,2.0,54.4,272.0,50.8,5.0,322.0,0,-54.0,322.0,0
0,1,0,10,0,3,0,0,60,0,1407.0,4.802047781569966,47.0,840.0,567.0,0.0,536.0,0.0,296.0,8.0,504.0,8.0,44.0,11.0,66.66666666666667,200.0,33.2,3.0,239.0,1,-73.0,341.0,1
0,1,1,9,1,8,1,0,60,0,1571.0,2.947467166979362,126.0,929.0,642.0,12.0,470.0,0.0,337.0,4.0,572.0,59.0,84.0,33.0,72.2,361.0,72.2,5.0,336.0,0,-68.0,336.0,0
0,1,1,0,0,4,0,0,90,1,333.0,2.8461538461538463,32.0,273.0,60.0,0.0,13.0,0.0,81.0,0.0,193.0,5.0,30.0,11.0,56.666666666666664,170.0,27.299999999999997,3.0,319.0,0,-51.0,319.0,1
0,1,0,3,0,1,1,0,60,0,2914.0,3.6792929292929295,162.0,1366.0,1548.0,10.0,1263.0,0.0,668.0,0.0,749.0,21.0,103.0,100.0,83.6,418.0,83.5,5.0,437.0,0,-169.0,437.0,0
0,1,1,2,1,10,0,0,180,0,1183.0,3.146276595744681,69.0,818.0,365.0,0.0,247.0,0.0,205.0,1.0,577.0,7.0,126.0,20.0,62.6,313.0,61.7,5.0,440.0,0,-172.0,440.0,1
0,1,1,3,1,6,0,0,60,0,213.0,1.6511627906976745,37.0,93.0,120.0,1.0,16.0,0.0,57.0,0.0,66.0,13.0,59.0,1.0,72.4,362.0,74.80000000000001,5.0,299.0,0,-31.0,299.0,0
0,1,1,1,2,5,0,0,60,0,437.0,2.73125,38.0,195.0,242.0,0.0,78.0,0.0,133.0,0.0,152.0,8.0,42.0,24.0,61.8,309.0,60.7,5.0,376.0,0,-108.0,376.0,0
0,1,1,11,0,2,0,0,60,0,610.0,3.7888198757763973,50.0,363.0,247.0,0.0,71.0,0.0,145.0,0.0,315.0,7.0,53.0,19.0,66.0,330.0,65.1,5.0,433.0,0,-165.0,433.0,0
0,1,1,1,0,5,0,0,60,0,1209.0,3.51453488372093,123.0,399.0,810.0,10.0,37.0,0.0,372.0,0.0,619.0,2.0,112.0,57.0,78.0,390.0,77.5,5.0,326.0,0,-58.0,326.0,0
0,1,1,3,0,4,0,0,240,0,1800.0,4.285714285714286,86.0,981.0,819.0,2.0,402.0,0.0,300.0,0.0,1015.0,6.0,71.0,4.0,67.75,271.0,52.8,4.0,297.0,0,-29.0,297.0,0
0,1,1,12,0,9,0,0,240,0,189.0,2.7,21.0,87.0,102.0,0.0,5.0,0.0,34.0,0.0,129.0,4.0,14.0,3.0,65.0,65.0,6.5,1.0,188.0,1,-79.0,347.0,1
0,1,1,6,4,9,0,0,60,0,726.0,3.473684210526316,41.0,191.0,535.0,0.0,58.0,0.0,94.0,0.0,492.0,9.0,59.0,14.0,78.0,390.0,75.5,5.0,266.0,0,2.0,266.0,0
0,1,1,8,1,9,2,0,60,0,1875.0,2.6005547850208046,162.0,692.0,1183.0,8.0,294.0,3.0,391.0,0.0,954.0,19.0,126.0,80.0,79.2,396.0,79.5,5.0,419.0,0,-151.0,419.0,0
0,1,1,3,1,8,0,0,80,0,320.0,3.018867924528302,26.0,113.0,207.0,0.0,17.0,0.0,64.0,0.0,213.0,2.0,22.0,2.0,75.8,379.0,74.2,5.0,313.0,0,-45.0,313.0,0
0,1,1,8,0,9,0,0,120,0,427.0,2.235602094240838,44.0,220.0,207.0,0.0,40.0,0.0,87.0,0.0,197.0,5.0,83.0,15.0,58.4,292.0,56.4,5.0,315.0,0,-47.0,315.0,0
0,1,1,0,1,9,1,0,60,0,1842.0,3.3613138686131387,135.0,1007.0,835.0,13.0,161.0,0.0,358.0,0.0,1153.0,8.0,109.0,40.0,78.8,394.0,78.8,5.0,318.0,0,-50.0,318.0,0
0,1,0,1,1,6,1,0,60,0,1803.0,2.9654605263157894,117.0,582.0,1221.0,5.0,178.0,0.0,484.0,0.0,936.0,21.0,124.0,55.0,58.6,293.0,59.6,5.0,299.0,0,-31.0,299.0,1
